timestamp,ch1
1743680427.84,2372.235342530649
1743680427.844,2367.630883172856
1743680427.8479998,2376.1021943214173
1743680427.852,2383.120642080384
1743680427.856,2382.4500897467246
1743680427.86,2385.109947336906
1743680427.8639998,2384.5735054699785
1743680427.868,2384.752319425621
1743680427.872,2378.113851322395
1743680427.876,2374.559923954001
1743680427.88,2373.3752814978698
1743680427.8839998,2371.698900663722
1743680427.888,2367.6085314284005
1743680427.892,2370.08957506294
1743680427.896,2373.442336731236
1743680427.9,2379.745528667632
1743680427.9039998,2382.09246183544
1743680427.908,2381.332502523959
1743680427.912,2382.4500897467246
1743680427.916,2380.9078193793084
1743680427.92,2379.2314385451605
1743680427.924,2372.235342530649
1743680427.928,2372.212990786194
1743680427.9320002,2375.9680838546856
1743680427.936,2366.08861280544
1743680427.94,2369.530781451557
1743680427.944,2377.890333877842
1743680427.9480002,2379.365549011892
1743680427.952,2377.599761199923
1743680427.956,2376.526877466068
1743680427.96,2382.9418281247413
1743680427.964,2372.950598353219
1743680427.9680002,2370.2013337852163
1743680427.972,2379.454955989713
1743680427.976,2378.0914995779394
1743680427.98,2376.3704152548808
1743680427.984,2376.4821739771573
1743680427.9880002,2374.1352408093503
1743680427.992,2376.3257117659705
1743680427.996,2379.5443629675347
1743680428.0,2376.4151187437915
1743680428.004,2370.4472029742246
1743680428.008,2371.1624587967945
1743680428.012,2379.1867350562497
1743680428.016,2380.438432745747
1743680428.02,2383.634732202856
1743680428.024,2383.791194414043
1743680428.028,2382.718310680188
1743680428.032,2377.3762437553696
1743680428.036,2367.5191244505795
1743680428.04,2355.359775466892
1743680428.044,2342.9098538052863
1743680428.048,2338.46185665868
1743680428.052,2350.84472308692
1743680428.056,2350.151819008806
1743680428.06,2347.8719410743643
1743680428.064,2348.922473063764
1743680428.068,2347.9389963077306
1743680428.072,2346.530836407046
1743680428.076,2349.235397486138
1743680428.08,2348.408382941292
1743680428.084,2344.1168480058727
1743680428.0879998,2346.508484662591
1743680428.092,2355.918569078275
1743680428.096,2351.55997890949
1743680428.1,2346.732002107144
1743680428.104,2347.0449265295183
1743680428.108,2346.7543538515997
1743680428.112,2342.373411938359
1743680428.116,2341.8593218158867
1743680428.12,2347.246092229616
1743680428.1239998,2348.922473063764
1743680428.128,2348.3189759634706
1743680428.132,2351.3588132093923
1743680428.136,2348.028403285552
1743680428.14,2348.1625137522838
1743680428.1439998,2352.118772520873
1743680428.148,2354.7786301110546
1743680428.152,2352.722269621166
1743680428.156,2345.927339306753
1743680428.16,2347.5813683964457
1743680428.164,2347.111981762884
1743680428.168,2342.50752240509
1743680428.1720002,2348.3189759634706
1743680428.176,2360.008938313596
1743680428.18,2360.210104013694
1743680428.184,2354.9127405777863
1743680428.1880002,2355.672699889267
1743680428.1920002,2359.6736621467667
1743680428.196,2366.401537227814
1743680428.2,2368.6590634178
1743680428.204,2372.0565285750067
1743680428.2080002,2377.197429799727
1743680428.212,2390.51906949509
1743680428.216,2386.9651421266967
1743680428.22,2376.7503949106213
1743680428.224,2375.7669181545875
1743680428.2280002,2378.203258300216
1743680428.232,2384.1264705808726
1743680428.236,2384.4617467477024
1743680428.24,2383.0982903359286
1743680428.244,2378.694996678233
1743680428.248,2379.522011223079
1743680428.252,2383.0312351025623
1743680428.256,2387.3227700379816
1743680428.26,2385.892258392842
1743680428.264,2378.918514122786
1743680428.268,2382.9641798691964
1743680428.272,2386.1828310707606
1743680428.276,2386.942790382241
1743680428.28,2390.429662517269
1743680428.284,2386.8757351488757
1743680428.288,2383.411214758303
1743680428.292,2389.1556130833164
1743680428.296,2385.244057803638
1743680428.3,2383.2547525471155
1743680428.304,2384.148822325328
1743680428.308,2379.6561216898112
1743680428.312,2381.086633334951
1743680428.316,2384.640560703345
1743680428.32,2380.7737089125767
1743680428.324,2379.387900756348
1743680428.3279998,2372.570618697479
1743680428.332,2375.632807687856
1743680428.336,2372.1235838083726
1743680428.34,2382.6736071912774
1743680428.344,2385.4675752481908
1743680428.348,2387.94861888273
1743680428.352,2389.2226683166828
1743680428.356,2387.658046204811
1743680428.36,2379.90199087882
1743680428.3639998,2380.885467634853
1743680428.368,2378.3820722558585
1743680428.372,2383.455918247213
1743680428.376,2382.9641798691964
1743680428.38,2384.349988025426
1743680428.3839998,2379.857287389909
1743680428.388,2379.320845522981
1743680428.392,2384.752319425621
1743680428.396,2385.355816525914
1743680428.4,2383.8582496474087
1743680428.404,2376.6833396772554
1743680428.408,2376.571580954979
1743680428.4120002,2383.142993824839
1743680428.416,2375.789269899043
1743680428.42,2377.242133288638
1743680428.424,2375.0516623320177
1743680428.4280002,2378.113851322395
1743680428.4320002,2379.0973280784283
1743680428.436,2374.939903609741
1743680428.44,2377.644464688833
1743680428.444,2376.951560610719
1743680428.4480002,2375.208124543205
1743680428.452,2384.864078147897
1743680428.456,2387.121604337884
1743680428.46,2386.8980868933304
1743680428.464,2385.355816525914
1743680428.4680002,2377.488002477646
1743680428.472,2372.548266953024
1743680428.476,2376.3704152548808
1743680428.48,2378.829107144965
1743680428.484,2377.085671077451
1743680428.488,2374.336406509448
1743680428.492,2379.522011223079
1743680428.496,2378.605589700412
1743680428.5,2376.1916012992383
1743680428.504,2376.4151187437915
1743680428.508,2376.459822232702
