timestamp,ch1
1743680587.827,1822.0471527632656
1743680587.831,1835.6817168810032
1743680587.8349998,1837.0898767816875
1743680587.839,1841.3814117171064
1743680587.843,1841.582577417204
1743680587.847,1848.17634203152
1743680587.8509998,1852.2890630112963
1743680587.855,1838.878016338112
1743680587.859,1805.7527310553469
1743680587.863,1814.0899317371768
1743680587.867,1820.9072137960447
1743680587.8709998,1811.430074146995
1743680587.875,1808.9713822569115
1743680587.879,1827.5680336437267
1743680587.883,1830.876091823112
1743680587.8869998,1821.6895248519809
1743680587.8909998,1805.6409723330703
1743680587.895,1808.703161323448
1743680587.899,1822.9188707970227
1743680587.903,1827.948013299467
1743680587.907,1823.589423130682
1743680587.911,1821.5107108963384
1743680587.915,1818.5155771393272
1743680587.919,1831.2560714788524
1743680587.923,1822.4494841634612
1743680587.927,1819.1861294729863
1743680587.931,1826.0481150207656
1743680587.9350002,1838.4533331934613
1743680587.939,1828.9985452888664
1743680587.943,1821.5777661297043
1743680587.947,1817.3532864276517
1743680587.951,1816.54862362726
1743680587.9550002,1828.0821237661987
1743680587.959,1835.167626758531
1743680587.963,1820.9072137960447
1743680587.967,1825.7351905983917
1743680587.971,1832.4854174238944
1743680587.975,1830.585519145193
1743680587.979,1830.0937807671764
1743680587.983,1835.7040686254584
1743680587.987,1825.6457836205705
1743680587.991,1819.6108126176373
1743680587.995,1822.874167308112
1743680587.999,1838.5203884268271
1743680588.003,1839.4815134384053
1743680588.007,1833.8041703467568
1743680588.011,1820.16960622902
1743680588.015,1829.467931922428
1743680588.019,1833.60300464666
1743680588.023,1827.7244958549136
1743680588.027,1827.657440621548
1743680588.031,1828.1938824884755
1743680588.035,1814.201690459453
1743680588.039,1833.6253563911148
1743680588.043,1828.909138311045
1743680588.047,1811.8994607805564
1743680588.051,1810.5360043687824
1743680588.055,1830.8537400786568
1743680588.059,1837.559263415249
1743680588.063,1824.1482167420647
1743680588.067,1814.3805044150956
1743680588.071,1816.906251538545
1743680588.0749998,1821.8683388076236
1743680588.079,1836.0840482811984
1743680588.083,1827.79155108828
1743680588.087,1824.3717341866177
1743680588.0909998,1824.259975464341
1743680588.095,1825.1763969870087
1743680588.099,1825.8916528095783
1743680588.103,1827.009240032344
1743680588.107,1830.4067051895504
1743680588.1109998,1831.7701616013244
1743680588.115,1835.5699581587264
1743680588.119,1840.308527983252
1743680588.123,1827.925661555012
1743680588.127,1830.0937807671764
1743680588.1309998,1831.747809856869
1743680588.135,1824.774065586813
1743680588.139,1824.103513253154
1743680588.143,1825.26580396483
1743680588.147,1827.9927167883773
1743680588.151,1831.2113679899417
1743680588.155,1826.629260376604
1743680588.1590002,1826.2492807208637
1743680588.163,1823.4776644084052
1743680588.167,1826.0257632763105
1743680588.171,1833.1783215020089
1743680588.1750002,1832.820693590724
1743680588.179,1826.5622051432376
1743680588.183,1824.259975464341
1743680588.187,1815.4980916378609
1743680588.191,1814.7157805819247
1743680588.1950002,1826.9645365434333
1743680588.199,1833.60300464666
1743680588.203,1828.5291586553049
1743680588.207,1827.0539435212545
1743680588.211,1817.3756381721064
1743680588.2150002,1826.0034115318551
1743680588.219,1830.8090365897465
1743680588.223,1821.913042296534
1743680588.227,1823.9917545308776
1743680588.231,1816.54862362726
1743680588.235,1807.5632223562268
1743680588.239,1829.2891179667852
1743680588.243,1823.79058883078
1743680588.247,1820.9966207738664
1743680588.251,1815.0510567487547
1743680588.255,1828.6409173775812
1743680588.259,1826.8080743322464
1743680588.263,1817.397989916562
1743680588.267,1815.4533881489504
1743680588.271,1821.3989521740616
1743680588.275,1821.26484170733
1743680588.279,1827.8586063216455
1743680588.283,1826.1822254874976
1743680588.287,1826.9645365434333
1743680588.291,1815.8333678046904
1743680588.295,1817.0180102608217
1743680588.299,1822.650649863559
1743680588.303,1825.6234318761149
1743680588.307,1815.654553849048
1743680588.311,1813.307620681241
1743680588.3149998,1815.40868466004
1743680588.319,1824.7070103534477
1743680588.323,1811.5418328692715
1743680588.327,1803.696370565459
1743680588.331,1822.9859260303888
1743680588.335,1824.7070103534477
1743680588.339,1823.1647399860312
1743680588.343,1826.4057429320508
1743680588.347,1821.1754347295089
1743680588.3509998,1814.9840015153889
1743680588.355,1813.7993590592573
1743680588.359,1818.5826323726933
1743680588.363,1807.719684567414
1743680588.367,1815.0957602376648
1743680588.3709998,1823.432960919495
1743680588.375,1818.5379288837823
1743680588.379,1813.285268936785
1743680588.383,1812.16768171402
1743680588.387,1812.525309625305
1743680588.391,1805.2833444217856
1743680588.395,1806.490338622372
1743680588.3990002,1822.8071120747463
1743680588.403,1817.9567835279447
1743680588.407,1807.0491322337548
1743680588.411,1807.9655537564224
1743680588.4150002,1811.0947979801651
1743680588.419,1813.911117781534
1743680588.423,1817.0627137497324
1743680588.427,1815.9004230380565
1743680588.431,1810.401893902051
1743680588.4350002,1810.1336729685872
1743680588.439,1823.924699297512
1743680588.443,1824.774065586813
1743680588.447,1813.7770073148024
1743680588.451,1810.5807078576931
1743680588.4550002,1809.5748793572045
1743680588.459,1812.301792180752
1743680588.463,1814.9840015153889
1743680588.467,1818.426170161506
1743680588.471,1807.6749810785036
1743680588.475,1800.5224228528052
1743680588.479,1817.5321003832937
1743680588.483,1808.054960734244
1743680588.487,1807.138539211576
1743680588.491,1801.1259199530984
1743680588.495,1807.5185188673163
1743680588.499,1816.682734093992
1743680588.503,1816.1462922270648
1743680588.507,1813.307620681241
1743680588.511,1808.7925683012688
1743680588.515,1814.9840015153889
1743680588.519,1824.3717341866177
1743680588.523,1817.1297689830983
1743680588.527,1812.8382340476796
1743680588.531,1807.2279461893968
1743680588.535,1812.1006264806545
1743680588.539,1820.437827162484
1743680588.543,1814.5593183707376
1743680588.547,1813.173510214509
1743680588.551,1805.2162891884195
1743680588.5549998,1804.9704199994112
1743680588.559,1816.235699204886
1743680588.563,1813.6428968480704
1743680588.567,1812.7488270698584
1743680588.571,1813.4193794035173
1743680588.575,1817.8226730612128
1743680588.579,1805.5515653552493
1743680588.583,1807.8314432896905
1743680588.587,1808.591402601171
1743680588.5909998,1795.0238937167996
1743680588.595,1796.946143739956
1743680588.599,1813.084103236688
1743680588.603,1810.200728201953
1743680588.607,1801.0365129752772
1743680588.6109998,1805.6186205886152
1743680588.615,1816.7721410718132
1743680588.619,1813.821710803713
1743680588.623,1813.4417311479729
1743680588.627,1813.9781730149
1743680588.631,1804.3222194102077
1743680588.635,1802.377617642596
1743680588.6390002,1822.9635742859332
1743680588.643,1819.7449230843688
1743680588.647,1805.9986002443557
1743680588.651,1806.6915043224697
1743680588.6550002,1812.681771836492
1743680588.6590002,1812.1453299695647
1743680588.663,1802.7128938094247
1743680588.667,1804.724550810403
1743680588.671,1808.1443677120649
1743680588.6750002,1807.1161874671209
1743680588.679,1816.88389979409
1743680588.683,1813.4864346368831
1743680588.687,1809.26195493483
1743680588.691,1809.239603190375
1743680588.6950002,1809.3513619126516
1743680588.699,1818.113245739132
1743680588.703,1818.783798072791
1743680588.707,1811.4747776359056
1743680588.711,1810.401893902051
1743680588.715,1807.8984985230568
1743680588.719,1818.783798072791
1743680588.723,1815.8333678046904
1743680588.727,1820.7060480959476
1743680588.731,1814.2910974372744
1743680588.735,1807.272649678308
1743680588.739,1811.4524258914505
1743680588.743,1814.6710770930144
1743680588.747,1815.2298707043967
1743680588.751,1803.6069635876372
1743680588.755,1799.4718908634056
1743680588.759,1820.5942893736708
1743680588.763,1821.0189725183216
